02 2016																																																																																																																																																										
Company	Planner	Available User Field 3	Division	Ship To	Item	Description	UPC Code	Class 1	Class 2	Class 3	Class 4	SOP Flag	ABC Code 1	ABC Code 3	Forecast Flag	Future Cost	Future Price	Unsigned Error	Original History  1	Original History  2	Original History  3	Original History  4	Original History  5	Original History  6	Original History  7	Original History  8	Original History  9	Original History 10	Original History 11	Original History 12	Original History 13	Original History 14	Original History 15	Original History 16	Original History 17	Original History 18	Original History 19	Original History 20	Original History 21	Original History 22	Original History 23	Original History 24	Original History 25	Original History 26	Original History 27	Original History 28	Original History 29	Original History 30	Original History 31	Original History 32	Original History 33	Original History 34	Original History 35	Original History 36	Adjusted History  1	Adjusted History  2	Adjusted History  3	Adjusted History  4	Adjusted History  5	Adjusted History  6	Adjusted History  7	Adjusted History  8	Adjusted History  9	Adjusted History 10	Adjusted History 11	Adjusted History 12	Adjusted History 13	Adjusted History 14	Adjusted History 15	Adjusted History 16	Adjusted History 17	Adjusted History 18	Adjusted History 19	Adjusted History 20	Adjusted History 21	Adjusted History 22	Adjusted History 23	Adjusted History 24	Adjusted History 25	Adjusted History 26	Adjusted History 27	Adjusted History 28	Adjusted History 29	Adjusted History 30	Adjusted History 31	Adjusted History 32	Adjusted History 33	Adjusted History 34	Adjusted History 35	Adjusted History 36	Adjusted Forecast  1	Adjusted Forecast  2	Adjusted Forecast  3	Adjusted Forecast  4	Adjusted Forecast  5	Adjusted Forecast  6	Adjusted Forecast  7	Adjusted Forecast  8	Adjusted Forecast  9	Adjusted Forecast 10	Adjusted Forecast 11	Adjusted Forecast 12	System Forecast  1	System Forecast  2	System Forecast  3	System Forecast  4	System Forecast  5	System Forecast  6	System Forecast  7	System Forecast  8	System Forecast  9	System Forecast 10	System Forecast 11	System Forecast 12	Birth Date	Discontinue Date	Independent Demand 1	Independent Demand 2	Independent Demand 3	Independent Demand 4	Independent Demand 5	Independent Demand 6	Independent Demand 7	Independent Demand 8	Independent Demand 9	Independent Demand 10	Independent Demand 11	Independent Demand 12	Historical Cost  1	Historical Price1	Historical Price2	Historical Price3	Historical Price4	Historical Price5	Historical Price6	Historical Price7	Historical Price8	Historical Price9	Historical Price10	Historical Price11	Historical Price12	Historical Price13	Historical Price14	Historical Price15	Historical Price16	Historical Price17	Historical Price18	Historical Price19	Historical Price20	Historical Price21	Historical Price22	Historical Price23	Historical Price24	Interpolation Counter
	HABERKOR	501	1000	159600	5055543	PFZ NWOOD SQUARE DINNER P	025398037438	10	25100PFALTZGRAFF - D	DINNERWARE00101110	00000025100	Y	D		N	3.94      	11.99     	0.0	8	46	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	46	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20150912		0	0	0	0	0	0	0	0	0	0	0	0	3.94000000	11.9900000	.520000000	14.9900000	14.99     	3.00000000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5
	OPFELL	501	1000	9999999	5055543	PFZ NWOOD SQUARE DINNER P	025398037438	10	25100PFALTZGRAFF - D	DINNERWARE00101110	00000025100	N	D		N	3.94      	1.1       	0.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20151203		0	0	0	0	0	0	0	0	0	0	0	0	3.94000000	5.19000000	.560000000	.000000000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2
		501	1000	============	5055543	PFZ NWOOD SQUARE DINNER P	025398037438	10	25100PFALTZGRAFF - D	DINNERWARE00101110	00000025100	Y	D		N	3.94000000	12.9900000	.0	60	242	146	70	71	104	0	0	26	124	163	94	114	157	140	48	82	190	0	114	58	87	90	104	135	223	55	101	63	76	96	61	62	81	91	102	60	242	146	70	71	104	0	0	26	124	163	94	114	157	140	48	82	190	0	114	58	87	90	104	135	223	55	101	63	76	96	61	62	81	91	102	93	163	124	30	37	20	113	65	67	144	200	87	93	107	90	30	37	20	113	65	67	97	166	87	20151203		28	0	0	0	0	0	0	0	0	0	0	0	3.94000000	2.59533333	0.53628099	1.02342465	4.68000000	0.62957746	1.82000000	0.00000000	0.00000000	0.81000000	2.37000000	4.15000000	1.86000000	2.38000000	0.96000000	0.60000000	5.90000000	1.96000000	1.23000000	0.00000000	0.24000000	1.33000000	0.42000000	4.59000000	4.84000000	
	HABERKOR	501	1000	155438	5055547	PFZ PSTLT SQUARE DINNER P	025398037445	10	25100PFALTZGRAFF - D	DINNERWARE00101110	00000025100	Y	B	E	Y	4.42      	12.99     	22.5	45	46	82	36	18	20	70	22	32	73	43	0	40	78	71	67	26	12	28	69	41	94	133	48	102	310	0	1	39	78	44	12	22	60	64	42	45	46	82	36	18	20	70	22	32	73	43	0	40	78	71	67	26	12	28	69	41	94	133	48	102	310	0	1	39	78	44	12	22	60	64	42	48	49	48	48	48	48	48	48	48	22	63	27	18	49	46	37	40	55	42	32	40	22	63	27	20090506		29	0	0	0	0	0	0	0	0	0	0	0	4.42000000	2.11000000	.870000000	3.41000000	2.22000000	8.44000000	3.00000000	2.00000000	8.90000000	3.00000000	2.92000000	2.06000000	.000000000	12.9900000	.360000000	.600000000	.770000000	12.9900000	12.9900000	2.14000000	.230000000	.290000000	.270000000	.500000000	1.05000000	13
	HABERKOR	501	1000	157541	5055547	PFZ PSTLT SQUARE DINNER P	025398037445	10	25100PFALTZGRAFF - D	DINNERWARE00101110	00000025100	Y	D		N	4.42      	10.0000000	0.0	2	8	0	13	6	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	13	6	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20150630		0	0	0	0	0	0	0	0	0	0	0	0	4.42000000	10.0000000	10.0000000	10.0000000	10.0000000	10.0000000	10.0000000	10.0000000	10.0000000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	8
	HABERKOR	501	1000	159600	5055547	PFZ PSTLT SQUARE DINNER P	025398037445	10	25100PFALTZGRAFF - D	DINNERWARE00101110		N			N	4.42      	15.0000000	.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20160211		0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0
		501	1000	============	5055547	PFZ PSTLT SQUARE DINNER P	025398037445	10	25100PFALTZGRAFF - D	DINNERWARE00101110		Y			N	4.42000000	12.9900000	.0	47	54	82	49	24	25	72	23	32	73	43	0	40	78	71	67	26	12	28	69	41	94	133	48	102	310	0	1	39	78	44	12	22	60	64	42	47	54	82	49	24	25	72	23	32	73	43	0	40	78	71	67	26	12	28	69	41	94	133	48	102	310	0	1	39	78	44	12	22	60	64	42	48	49	48	48	48	48	48	48	48	22	63	27	18	49	46	37	40	55	42	32	40	22	63	27	20160211		29	0	0	0	0	0	0	0	0	0	0	0	4.42000000	2.44574468	2.22259259	3.41000000	4.28408163	8.83000000	4.40000000	2.22222222	8.94782608	3.00000000	2.92000000	2.06000000	0.00000000	12.9900000	0.36000000	0.60000000	0.77000000	12.9900000	12.9900000	2.14000000	0.23000000	0.29000000	0.27000000	0.50000000	1.05000000	
	SIMPATIC	606	1000	9999999	5055640	FW CL TKY PCKG S8 PLTRY L	024131108541	40	40005FARBERWARE	GADGETS00101022	00000040005	N	D		N	5.1       	6.71      	0.0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20151103		0	0	0	0	0	0	0	0	0	0	0	0	5.10000000	6.71000000	6.71000000	.000000000	.000000000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3
		606	1000	============	5055640	FW CL TKY PCKG S8 PLTRY L	024131108541	40	40005FARBERWARE	GADGETS00101022	00000040005	Y	D		N	5.10000000	0.00000000	.0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20151103		0	0	0	0	0	0	0	0	0	0	0	0	0.00000000	0.00000000	6.71000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
	VELLA	505	SYML	101540	5055716	MKSA SWIRL WHITE OVAL VEG	885991007296	10	40050MIKASA	DINNERWARE00101110	00584040050	Y	A		Y	9.86      	20.0000000	34.8	0	0	0	162	0	84	84	204	51	123	30	0	42	60	42	0	60	0	132	102	90	78	66	36	0	54	0	54	12	0	0	36	6	0	0	18	0	0	0	162	0	84	84	204	51	123	30	0	42	60	42	0	60	0	132	102	90	78	66	36	0	54	0	54	12	0	0	36	6	0	0	18	24	43	91	74	171	108	58	50	149	0	0	0	24	43	91	74	171	108	58	50	149	0	0	0	20120207		0	0	0	0	0	0	0	0	0	0	0	0	9.86000000	20.0000000	20.0000000	20.0000000	20.0000000	.000000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	13
	SKOKOS	505	SYML	104827	5055716	MKSA SWIRL WHITE OVAL VEG	885991007296	10	40050MIKASA	DINNERWARE00101110	01815040050	Y	D		N	9.86      	20.0000000	0.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20151208		0	0	0	0	0	0	0	0	0	0	0	0	9.86000000	20.0000000	20.0000000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2
	LAURICEL	505	SYML	105763	5055716	MKSA SWIRL WHITE OVAL VEG	885991007296	10	40050MIKASA	DINNERWARE00101110	00922040050	Y	B		Y	9.86      	20.0000000	26.8	16	82	20	15	17	20	24	19	13	21	15	18	13	49	25	20	23	24	32	32	35	25	21	26	4	43	24	37	13	37	32	36	23	66	23	23	16	82	20	15	17	20	24	19	13	21	15	18	13	49	25	20	23	24	32	32	35	25	21	26	4	43	24	37	13	37	32	36	23	66	23	23	12	12	24	18	18	24	20	20	20	26	64	12	13	12	22	14	17	17	18	12	16	26	64	12	20091203		4	0	0	0	0	0	0	0	0	0	0	0	9.86000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	13
	KELLNER	505	SYML	113887	5055716	MKSA SWIRL WHITE OVAL VEG	885991007296	10	40050MIKASA	DINNERWARE00101110	05229040050	N	D		N	9.86      	16.0000000	0.0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20151016		0	0	0	0	0	0	0	0	0	0	0	0	9.86000000	16.0000000	16.0000000	16.0000000	16.0000000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4
	BORGES	505	SYML	135930	5055716	MKSA SWIRL WHITE OVAL VEG	885991007296	10	40050MIKASA	DINNERWARE00101110		N			N	9.86      	20.0000000	.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20160209		0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0
	LAURICEL	505	SYML	137029	5055716	MKSA SWIRL WHITE OVAL VEG	885991007296	10	40050MIKASA	DINNERWARE00101110	00922040050	Y	D		N	9.86      	20.0000000	0.0	5	0	1	1	0	1	7	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	1	0	1	7	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20150412		0	0	0	0	0	0	0	0	0	0	0	0	9.86000000	20.0000000	20.0000000	20.0000000	20.0000000	.000000000	20.0000000	20.0000000	20.0000000	.000000000	20.0000000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	10
	HABERKOR	505	SYML	151638	5055716	MKSA SWIRL WHITE OVAL VEG	885991007296	10	40050MIKASA	DINNERWARE00101110	00000040050	Y	B	E	Y	9.86      	39.99     	14.9	13	13	21	9	8	2	5	10	8	12	8	8	13	25	20	10	6	1	5	9	9	8	3	7	10	19	7	5	4	1	0	8	9	6	5	5	13	13	21	9	8	2	5	10	8	12	8	8	13	25	20	10	6	1	5	9	9	8	3	7	10	19	7	5	4	1	0	8	9	6	5	5	9	7	12	10	10	4	2	7	10	18	18	11	9	7	12	10	10	4	2	7	9	15	18	11	20090403		1	0	0	0	0	0	0	0	0	0	0	0	9.86000000	36.9100000	36.9100000	39.9900000	31.1000000	34.9900000	20.0000000	31.9900000	21.6000000	34.9900000	11.3300000	35.9900000	28.9900000	33.2200000	29.0900000	32.3000000	26.3900000	12.0000000	39.9900000	37.1900000	36.4300000	21.3300000	34.2400000	37.3200000	34.2800000	13
	STORY	505	SYML	155559	5055716	MKSA SWIRL WHITE OVAL VEG	885991007296	10	40050MIKASA	DINNERWARE00101110	16197040050	Y	D		N	9.86      	20.0000000	0.0	2	15	11	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15	11	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20150915		1	0	0	0	0	0	0	0	0	0	0	0	9.86000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5
	STORY	505	SYML	155622	5055716	MKSA SWIRL WHITE OVAL VEG	885991007296	10	40050MIKASA	DINNERWARE00101110	16197040050	Y	D		Y	9.86      	20.0000000	72.0	0	0	0	0	0	5	0	3	7	5	1	0	4	10	5	4	1	2	6	3	4	2	1	6	0	7	1	6	4	0	1	2	7	3	4	4	0	0	0	0	0	5	0	3	7	5	1	0	4	10	5	4	1	2	6	3	4	2	1	6	0	7	1	6	4	0	1	2	7	3	4	4	3	2	3	6	3	2	2	2	3	2	6	1	3	2	3	6	3	2	2	2	3	2	6	1	20120327		0	0	0	0	0	0	0	0	0	0	0	0	9.86000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	13
	SKOKOS	505	SYML	158599	5055716	MKSA SWIRL WHITE OVAL VEG	885991007296	10	40050MIKASA	DINNERWARE00101110	00000040050	Y	D		N	9.86      	22.21     	0.0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20151222		0	0	0	0	0	0	0	0	0	0	0	0	9.86000000	22.2100000	22.2100000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2
	HABERKOR	505	SYML	159791	5055716	MKSA SWIRL WHITE OVAL VEG	885991007296	10	40050MIKASA	DINNERWARE00101110	00000040050	Y			N	9.86      	39.99     	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20160119		0	0	0	0	0	0	0	0	0	0	0	0	9.86000000	39.9900000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1
	MERRILL	505	SYML	9999999	5055716	MKSA SWIRL WHITE OVAL VEG	885991007296	10	40050MIKASA	DINNERWARE00101110	00000040050	N	C		Y	9.86      	23.14     	65.2	4	12	2	2	0	0	2	0	0	2	4	2	1	0	1	0	0	3	1	2	1	0	2	2	1	2	0	0	2	1	4	0	2	1	4	1	4	12	2	2	0	0	2	0	0	2	4	2	1	0	1	0	0	3	1	2	1	0	2	2	1	2	0	0	2	1	4	0	2	1	4	1	2	3	1	1	1	2	1	1	1	1	5	2	2	3	1	1	1	2	1	1	1	1	5	2	20120223		0	0	0	0	0	0	0	0	0	0	0	0	9.86000000	8.50000000	18.5000000	20.0000000	20.0000000	20.26     	20.26     	20.0000000	.000000000	19.87     	10.0000000	10.0000000	10.0000000	21.8000000	22.0700000	21.1800000	.000000000	18.8400000	6.67000000	20.0000000	10.0000000	20.0000000	20.5400000	20.5700000	10.0000000	13
		505	SYML	============	5055716	MKSA SWIRL WHITE OVAL VEG	885991007296	10	40050MIKASA	DINNERWARE00101110	00000040050	Y	C		N	9.86000000	23.5964150	.0	44	124	55	208	30	112	122	239	79	165	58	28	73	144	93	34	90	30	176	148	139	113	93	77	15	125	32	102	35	39	37	82	47	76	36	51	44	124	55	208	30	112	122	239	79	165	58	28	73	144	93	34	90	30	176	148	139	113	93	77	15	125	32	102	35	39	37	82	47	76	36	51	53	67	131	109	203	140	83	80	183	47	93	26	51	67	129	105	202	133	81	72	178	44	93	26	20120223		6	0	0	0	0	0	0	0	0	0	0	0	9.86000000	24.5054545	21.6454838	27.6325454	20.2110576	23.9973333	20.0000000	20.4913934	20.0669456	21.5179746	19.2482424	21.5158620	21.8542857	22.3789041	21.5781250	22.6578494	21.8794117	19.4666666	19.3333333	20.4883522	20.8639864	20.0861151	21.0081415	20.5709677	21.0384415	
	COCCHIOL	608	1000	101540	5055725	SAB STMPD SS 15PC CUTLERY	045908030490	10	40010SABATIER	CUTLERY00101056	00584040010	Y	A	E	Y	12.85     	20.0000000	14.2	6748	3968	3884	11072	6764	5880	12763	4825	4907	5085	6856	2560	6788	5492	2652	9013	8068	18648	6228	7792	2684	6660	4080	2692	6300	7120	11180	5772	5520	17104	7420	4632	5144	5216	5780	4104	6748	3968	3884	11072	6764	5880	12763	4825	4907	5085	6856	2560	6788	5492	2652	9013	8068	18648	6228	7792	2684	6660	4080	2692	6300	7120	11180	5772	5520	17104	7420	4632	5144	5216	5780	4104	3051	5542	5302	4707	6011	6505	4450	5888	7481	5473	5122	6128	2893	5169	5244	3689	4996	7650	12045	5888	7481	5473	5122	6128	20090312		1528	0	4	12	0	0	0	0	0	0	0	0	12.8500000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	13
	WANG	608	1000	135930	5055725	SAB STMPD SS 15PC CUTLERY	045908030490	10	40010SABATIER	CUTLERY00101056		N			N	12.85     	20.0000000	.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20160219		4	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0
	COCCHIOL	608	1000	150221	5055725	SAB STMPD SS 15PC CUTLERY	045908030490	10	40010SABATIER	CUTLERY00101056	00584040010	Y	A		Y	12.85     	20.0000000	16.1	152	152	64	220	240	232	184	108	212	136	80	80	128	100	44	224	268	104	88	128	116	60	44	28	208	120	72	100	180	112	264	48	88	24	56	76	152	152	64	220	240	232	184	108	212	136	80	80	128	100	44	224	268	104	88	128	116	60	44	28	208	120	72	100	180	112	264	48	88	24	56	76	91	89	109	190	130	245	232	356	281	75	155	203	91	89	109	190	130	245	232	356	281	75	155	203	20100812		20	0	0	0	0	0	0	0	0	0	0	0	12.8500000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	13
	SPITZ	608	1000	9999999	5055725	SAB STMPD SS 15PC CUTLERY	045908030490	10	40010SABATIER	CUTLERY00101056	00000040010	N	C		Y	12.85     	20.0000000	71.5	0	18	7	4	3	1	0	0	0	0	12	1	0	4	0	0	0	1	2	3	56	5	2	1	2	0	2	2	1	1	1	2	4	0	0	7	0	18	7	4	3	1	0	0	0	0	12	1	0	4	0	0	0	1	2	3	56	5	2	1	2	0	2	2	1	1	1	2	4	0	0	7	3	5	2	22	2	1	1	1	2	3	8	1	3	5	2	22	2	1	1	1	2	3	8	1	20100927		1	0	0	0	0	0	0	0	0	0	0	0	12.8500000	16.9100000	19.9400000	19.9900000	19.9900000	19.9900000	20.0000000	19.98     	19.98     	19.98     	19.98     	19.9700000	20.0000000	.000000000	19.9900000	20.0000000	20.0000000	20.0000000	20.0000000	19.9900000	.000000000	19.8600000	19.9900000	19.9900000	19.9900000	13
		608	1000	============	5055725	SAB STMPD SS 15PC CUTLERY	045908030490	10	40010SABATIER	CUTLERY00101056	00000040010	Y	C		N	12.8500000	20.0000000	.0	6900	4138	3955	11296	7007	6113	12947	4933	5119	5221	6948	2641	6916	5596	2696	9237	8336	18753	6318	7923	2856	6725	4126	2721	6510	7240	11254	5874	5701	17217	7685	4682	5236	5240	5836	4187	6900	4138	3955	11296	7007	6113	12947	4933	5119	5221	6948	2641	6916	5596	2696	9237	8336	18753	6318	7923	2856	6725	4126	2721	6510	7240	11254	5874	5701	17217	7685	4682	5236	5240	5836	4187	3145	5636	5413	4919	6143	6751	4683	6245	7764	5551	5285	6332	2987	5263	5355	3901	5128	7896	12278	6245	7764	5551	5285	6332	20100927		1553	0	4	12	0	0	0	0	0	0	0	0	12.8500000	20.0000000	19.9997390	19.9999823	19.9999964	19.9999957	20.0000000	20.0000000	20.0000000	20.0000000	20.0000000	19.9999481	20.0000000	20.0000000	19.9999928	20.0000000	20.0000000	20.0000000	20.0000000	19.9999968	19.9924271	19.9972549	19.9999925	19.9999951	19.9999963	
	VELLA	505	SYML	101540	5055736	MKSA SWIRL WHITE ROUND PL	885991007388	10	40050MIKASA	DINNERWARE00101110	00584040050	Y	B		Y	11.54     	25.0000000	55.3	0	18	0	24	0	30	0	78	36	42	0	0	0	18	18	30	30	18	36	0	36	60	24	24	0	0	18	30	6	12	0	6	12	0	0	12	0	18	0	24	0	30	0	78	36	42	0	0	0	18	18	30	30	18	36	0	36	60	24	24	0	0	18	30	6	12	0	6	12	0	0	12	13	9	42	30	60	13	17	10	24	11	11	0	13	9	37	30	30	13	17	10	24	11	11	0	20120228		0	0	0	0	0	0	0	0	0	0	0	0	11.5400000	25.0000000	25.0000000	25.0000000	25.0000000	25.0000000	25.0000000	25.0000000	25.0000000	25.0000000	25.0000000	.000000000	25.0000000	25.0000000	25.0000000	25.0000000	25.0000000	25.0000000	25.0000000	25.0000000	.000000000	25.0000000	25.0000000	25.0000000	25.0000000	13
