KAPPL	KSCHL	VKORG	ZZ_MVGR5	DATBI	KNUMA	DATAB	KNUMH
V	ZRP1	SYUS	CAL	2015/12/31	915	2015/04/01	0003928394
V	ZRP1	SYUS	CAL	2015/12/31	1081	2015/04/01	0003929969
V	ZRP1	SYUS	CAL	2016/12/31	1352	2016/01/01	0004182090
V	ZRP1	SYUS	CAR	2014/12/31	10005-US	2014/01/01	0003144481
V	ZRP1	SYUS	CAR	2015/12/31	808	2015/04/01	0003927346
V	ZRP1	SYUS	CAR	2015/12/31	847	2015/04/01	0003927730
V	ZRP1	SYUS	CAR	2016/12/31	1248	2016/01/01	0004180541
V	ZRP1	SYUS	CAR	2016/12/31	1286	2016/01/01	0004181523
V	ZRP1	SYUS	CAT	2015/12/31	809	2015/04/01	0003927347
V	ZRP1	SYUS	CAT	2015/12/31	847	2015/04/01	0003927774
V	ZRP1	SYUS	CAT	2016/12/31	1249	2016/01/01	0004180543
V	ZRP1	SYUS	CAT	2016/12/31	1286	2016/01/01	0004181524
V	ZRP1	SYUS	CCH	2014/12/31	10069-US	2014/01/01	0003141850
V	ZRP1	SYUS	CCH	2015/12/31	867	2015/04/01	0003927890
V	ZRP1	SYUS	CCH	2015/12/31	1002	2015/04/01	0003929604
V	ZRP1	SYUS	CCH	2016/05/20	1304	2016/01/01	0004181754
V	ZRP1	SYUS	CCM	2015/12/31	812	2015/04/01	0003928709
V	ZRP1	SYUS	CCM	2015/12/31	831	2015/04/01	0003927648
V	ZRP1	SYUS	CCM	2016/12/31	1252	2016/01/01	0004180548
V	ZRP1	SYUS	CCM	2016/12/31	1271	2016/01/01	0004181191
V	ZRP1	SYUS	CCR	2015/12/31	812	2015/04/01	0003928708
V	ZRP1	SYUS	CCR	2015/12/31	831	2015/04/01	0003927647
V	ZRP1	SYUS	CCR	2016/12/31	1252	2016/01/01	0004180549
V	ZRP1	SYUS	CCR	2016/12/31	1271	2016/01/01	0004181192
V	ZRP1	SYUS	CDD	2014/12/31	10148-US	2014/01/01	0003142021
V	ZRP1	SYUS	CDD	2015/12/31	935	2015/04/01	0003928509
V	ZRP1	SYUS	CDD	2015/12/31	1033	2015/04/01	0003929716
V	ZRP1	SYUS	CDD	2016/12/31	1372	2016/01/01	0004182189
V	ZRP1	SYUS	CDM	2014/12/31	10008-US	2014/01/01	0003141604
V	ZRP1	SYUS	CDM	2015/12/31	812	2015/04/01	0003927398
V	ZRP1	SYUS	CDM	2015/12/31	831	2015/04/01	0003927595
V	ZRP1	SYUS	CDM	2016/12/31	1252	2016/01/01	0004180554
V	ZRP1	SYUS	CDM	2016/12/31	1271	2016/01/01	0004181155
V	ZRP1	SYUS	CDP	2014/12/31	10008-US	2014/01/01	0003141600
V	ZRP1	SYUS	CDP	2015/12/31	812	2015/04/01	0003927394
V	ZRP1	SYUS	CDP	2015/12/31	831	2015/04/01	0003927596
V	ZRP1	SYUS	CDP	2016/12/31	1252	2016/01/01	0004180555
V	ZRP1	SYUS	CDP	2016/12/31	1271	2016/01/01	0004181156
V	ZRP1	SYUS	CDS	2014/12/31	10008-US	2014/01/01	0003141605
V	ZRP1	SYUS	CDS	2015/12/31	812	2015/04/01	0003927399
V	ZRP1	SYUS	CDS	2015/12/31	831	2015/04/01	0003927597
V	ZRP1	SYUS	CDS	2016/12/31	1252	2016/01/01	0004180556
V	ZRP1	SYUS	CDS	2016/12/31	1271	2016/01/01	0004181157
V	ZRP1	SYUS	CEI	2014/12/31	10153-US	2014/01/01	0003142027
V	ZRP1	SYUS	CEI	2015/12/31	815	2015/04/01	0003927467
V	ZRP1	SYUS	CEI	2015/12/31	847	2015/04/01	0003927731
V	ZRP1	SYUS	CEI	2015/12/31	1004	2015/04/01	0003929606
V	ZRP1	SYUS	CEI	2016/12/31	1255	2016/01/01	0004180850
V	ZRP1	SYUS	CEI	2016/12/31	1286	2016/01/01	0004181525
V	ZRP1	SYUS	CEN	2014/12/31	10009-US	2014/01/01	0003141607
V	ZRP1	SYUS	CEN	2015/12/31	814	2015/04/01	0003927462
V	ZRP1	SYUS	CEN	2015/12/31	944	2015/04/01	0003929191
V	ZRP1	SYUS	CEN	2016/12/31	1254	2016/01/01	0004180845
V	ZRP1	SYUS	CGD	2015/12/31	814	2015/04/01	0003977103
V	ZRP1	SYUS	CGD	2016/12/31	1254	2016/01/01	0004180844
V	ZRP1	SYUS	CHA	2014/12/31	10088-US	2014/01/01	0003141904
V	ZRP1	SYUS	CHA	2015/12/31	895	2015/04/01	0003928172
V	ZRP1	SYUS	CHA	2016/12/31	1565	2016/01/01	0004188150
V	ZRP1	SYUS	CHI	2014/12/31	10089-US	2014/01/01	0003141905
V	ZRP1	SYUS	CHI	2015/12/31	925	2015/04/01	0003928481
V	ZRP1	SYUS	CHI	2015/12/31	1076	2015/04/01	0003929893
V	ZRP1	SYUS	CHI	2016/12/31	1362	2016/01/01	0004182162
V	ZRP1	SYUS	CHR	2014/12/31	10119-US	2014/01/01	0003141968
V	ZRP1	SYUS	CHY	2014/12/31	10009-US	2014/01/01	0003141608
V	ZRP1	SYUS	CHY	2015/12/31	814	2015/04/01	0003927463
V	ZRP1	SYUS	CHY	2015/12/31	944	2015/04/01	0003929192
V	ZRP1	SYUS	CHY	2016/12/31	1254	2016/01/01	0004180846
V	ZRP1	SYUS	CLH	2015/12/31	812	2015/04/01	0003928706
V	ZRP1	SYUS	CLH	2015/12/31	831	2015/04/01	0003927645
V	ZRP1	SYUS	CLH	2016/12/31	1252	2016/01/01	0004180550
V	ZRP1	SYUS	CLH	2016/12/31	1271	2016/01/01	0004181193
V	ZRP1	SYUS	CLM	2015/12/31	812	2015/04/01	0003928705
V	ZRP1	SYUS	CLM	2015/12/31	831	2015/04/01	0003927644
V	ZRP1	SYUS	CLM	2016/12/31	1252	2016/01/01	0004180551
V	ZRP1	SYUS	CLM	2016/12/31	1271	2016/01/01	0004181194
V	ZRP1	SYUS	CLR	2015/12/31	812	2015/04/01	0003928704
V	ZRP1	SYUS	CLR	2015/12/31	831	2015/04/01	0003927643
V	ZRP1	SYUS	CLR	2016/12/31	1252	2016/01/01	0004180552
V	ZRP1	SYUS	CLR	2016/12/31	1271	2016/01/01	0004181195
V	ZRP1	SYUS	CMH	2015/12/31	812	2015/04/01	0003928707
V	ZRP1	SYUS	CMH	2015/12/31	831	2015/04/01	0003927646
V	ZRP1	SYUS	CMH	2016/12/31	1252	2016/01/01	0004180553
V	ZRP1	SYUS	CMH	2016/12/31	1271	2016/01/01	0004181196
V	ZRP1	SYUS	CMI	2015/12/31	814	2015/04/01	0004003381
V	ZRP1	SYUS	CMI	2016/12/31	1254	2016/01/01	0004180841
V	ZRP1	SYUS	CMP	2014/12/31	10131-US	2014/01/01	0003141987
V	ZRP1	SYUS	CMP	2015/12/31	886	2015/04/01	0003928162
V	ZRP1	SYUS	CMP	2015/12/31	998	2015/04/01	0003929600
V	ZRP1	SYUS	CMP	2016/12/31	1323	2016/01/01	0004182023
V	ZRP1	SYUS	CO3	2015/12/31	813	2015/04/01	0004151649
V	ZRP1	SYUS	CO3	2016/12/31	1253	2016/01/01	0004180834
V	ZRP1	SYUS	COR	2014/12/31	10090-US	2014/01/01	0003141907
V	ZRP1	SYUS	COR	2015/12/31	898	2015/04/01	0003928205
V	ZRP1	SYUS	COR	2015/12/31	1075	2015/04/01	0003929885
V	ZRP1	SYUS	COR	2016/12/31	1335	2016/01/01	0004182042
V	ZRP1	SYUS	CPM	2015/12/31	814	2015/04/01	0004003380
V	ZRP1	SYUS	CPM	2016/12/31	1254	2016/01/01	0004180842
V	ZRP1	SYUS	CPT	2014/12/31	10009-US	2014/01/01	0003141609
V	ZRP1	SYUS	CPT	2015/12/31	814	2015/04/01	0003927464
V	ZRP1	SYUS	CPT	2015/12/31	856	2015/04/01	0003927825
V	ZRP1	SYUS	CPT	2015/12/31	944	2015/04/01	0003929193
V	ZRP1	SYUS	CPT	2016/12/31	1254	2016/01/01	0004180847
V	ZRP1	SYUS	CPT	2016/12/31	1295	2016/01/01	0004181721
V	ZRP1	SYUS	CPW	2014/12/31	10009-US	2014/01/01	0003141610
V	ZRP1	SYUS	CPW	2015/12/31	814	2015/04/01	0003927465
V	ZRP1	SYUS	CPW	2015/12/31	944	2015/04/01	0003929194
V	ZRP1	SYUS	CPW	2016/12/31	1254	2016/01/01	0004180848
V	ZRP1	SYUS	CRM	2014/12/31	10008-US	2014/01/01	0003141606
V	ZRP1	SYUS	CRM	2015/12/31	812	2015/04/01	0003927400
V	ZRP1	SYUS	CRM	2016/12/31	1252	2016/01/01	0004180557
V	ZRP1	SYUS	CRR	2014/12/31	10008-US	2014/01/01	0003141601
V	ZRP1	SYUS	CRR	2015/12/31	812	2015/04/01	0003927395
V	ZRP1	SYUS	CRR	2016/12/31	1252	2016/01/01	0004180558
V	ZRP1	SYUS	CS2	2015/12/31	813	2015/04/01	0004040566
V	ZRP1	SYUS	CS2	2016/12/31	1253	2016/01/01	0004180837
V	ZRP1	SYUS	CS3	2015/12/31	813	2015/04/01	0004040567
V	ZRP1	SYUS	CS3	2015/12/31	852	2015/04/01	0004040564
V	ZRP1	SYUS	CS3	2016/12/31	1253	2016/01/01	0004180838
V	ZRP1	SYUS	CS3	2016/12/31	1291	2016/01/01	0004181625
V	ZRP1	SYUS	CSB	2014/12/31	10139-US	2014/01/01	0003144496
V	ZRP1	SYUS	CSB	2015/12/31	813	2015/04/01	0003927453
V	ZRP1	SYUS	CSB	2015/12/31	852	2015/04/01	0003977890
V	ZRP1	SYUS	CSB	2016/12/31	1253	2016/01/01	0004180839
V	ZRP1	SYUS	CSB	2016/12/31	1291	2016/01/01	0004181624
V	ZRP1	SYUS	CSP	2015/12/31	813	2015/04/01	0004133904
V	ZRP1	SYUS	CSP	2015/12/31	856	2015/04/01	0004133902
V	ZRP1	SYUS	CSP	2016/12/31	1253	2016/01/01	0004180836
V	ZRP1	SYUS	CSP	2016/12/31	1295	2016/01/01	0004181720
V	ZRP1	SYUS	CSR	2014/12/31	10139-US	2014/01/01	0003141997
V	ZRP1	SYUS	CSR	2015/12/31	813	2015/04/01	0003927454
V	ZRP1	SYUS	CSR	2016/12/31	1253	2016/01/01	0004180840
V	ZRP1	SYUS	CUB	2014/12/31	10009-US	2014/01/01	0003141611
V	ZRP1	SYUS	CUB	2015/12/31	814	2015/04/01	0003927466
V	ZRP1	SYUS	CUB	2015/12/31	944	2015/04/01	0003929195
V	ZRP1	SYUS	CUB	2016/12/31	1254	2016/01/01	0004180849
V	ZRP1	SYUS	CUR	2015/12/31	816	2015/04/01	0003927471
V	ZRP1	SYUS	CUR	2016/12/31	1256	2016/01/01	0004180851
V	ZRP1	SYUS	CYK	2014/12/31	10006-US	2014/01/01	0003141597
V	ZRP1	SYUS	CYK	2015/12/31	810	2015/04/01	0003927351
V	ZRP1	SYUS	CYK	2015/12/31	847	2015/04/01	0003927732
V	ZRP1	SYUS	CYK	2016/12/31	1250	2016/01/01	0004180484
V	ZRP1	SYUS	CYK	2016/12/31	1286	2016/01/01	0004181526
V	ZRP1	SYUS	CYW	2014/12/31	10006-US	2014/01/01	0003141596
V	ZRP1	SYUS	CYW	2015/12/31	810	2015/04/01	0003927350
V	ZRP1	SYUS	CYW	2015/12/31	847	2015/04/01	0003927733
V	ZRP1	SYUS	CYW	2016/12/31	1250	2016/01/01	0004180485
V	ZRP1	SYUS	CYW	2016/12/31	1286	2016/01/01	0004181527
V	ZRP1	SYUS	DA1	2014/12/31	10052-US	2014/01/01	0003141820
V	ZRP1	SYUS	DA1	2015/12/31	831	2015/04/01	0003927598
V	ZRP1	SYUS	DA1	2015/12/31	855	2015/04/01	0003927823
V	ZRP1	SYUS	DA1	2016/12/31	1271	2016/01/01	0004181158
V	ZRP1	SYUS	DA1	2016/12/31	1294	2016/01/01	0004181705
V	ZRP1	SYUS	DA3	2014/12/31	10052-US	2014/01/01	0003141816
V	ZRP1	SYUS	DA3	2015/12/31	831	2015/04/01	0003927599
V	ZRP1	SYUS	DA3	2015/12/31	855	2015/04/01	0003927819
V	ZRP1	SYUS	DA3	2016/12/31	1271	2016/01/01	0004181159
V	ZRP1	SYUS	DA3	2016/12/31	1294	2016/01/01	0004181706
V	ZRP1	SYUS	DA5	2014/12/31	10052-US	2014/01/01	0003141817
V	ZRP1	SYUS	DA5	2015/12/31	831	2015/04/01	0003927600
V	ZRP1	SYUS	DA5	2015/12/31	855	2015/04/01	0003927820
V	ZRP1	SYUS	DA5	2016/12/31	1271	2016/01/01	0004181160
V	ZRP1	SYUS	DA5	2016/12/31	1294	2016/01/01	0004181707
V	ZRP1	SYUS	DAG	2014/12/31	10012-US	2014/01/01	0003141617
V	ZRP1	SYUS	DAG	2015/12/31	819	2015/04/01	0003927499
V	ZRP1	SYUS	DAG	2015/12/31	847	2015/04/01	0003927734
V	ZRP1	SYUS	DAG	2015/12/31	1185	2015/04/01	0003944442
V	ZRP1	SYUS	DAG	2016/07/31	1259	2016/01/01	0004180902
V	ZRP1	SYUS	DAG	2016/12/31	1286	2016/01/01	0004181528
V	ZRP1	SYUS	DAG	2016/12/31	1512	2016/01/01	0004183899
V	ZRP1	SYUS	DAL	2014/12/31	10012-US	2014/01/01	0003141618
V	ZRP1	SYUS	DAL	2015/12/31	819	2015/04/01	0003927500
V	ZRP1	SYUS	DAL	2015/12/31	847	2015/04/01	0003927735
V	ZRP1	SYUS	DAL	2015/12/31	1185	2015/04/01	0003944443
V	ZRP1	SYUS	DAL	2016/07/31	1259	2016/01/01	0004180903
V	ZRP1	SYUS	DAL	2016/12/31	1286	2016/01/01	0004181529
V	ZRP1	SYUS	DAL	2016/12/31	1512	2016/01/01	0004183900
V	ZRP1	SYUS	DAN	2015/12/31	1236	2015/04/01	0004117578
V	ZRP1	SYUS	DAN	2015/12/31	1242	2015/04/01	0004147451
V	ZRP1	SYUS	DAN	2016/12/31	1564	2016/01/01	0004184100
V	ZRP1	SYUS	DB1	2015/12/31	1238	2015/10/26	0004145506
V	ZRP1	SYUS	DB1	2016/12/31	1560	2016/01/01	0004184080
V	ZRP1	SYUS	DDD	2014/12/31	10011-US	2014/01/01	0003141616
V	ZRP1	SYUS	DDD	2015/12/31	818	2015/04/01	0003927482
V	ZRP1	SYUS	DDD	2015/12/31	946	2015/04/01	0003929230
V	ZRP1	SYUS	DDD	2016/12/31	1258	2016/01/01	0004180901
V	ZRP1	SYUS	DE3	2015/12/31	1242	2015/04/01	0004151651
V	ZRP1	SYUS	DE3	2016/12/31	1564	2016/01/01	0004184101
V	ZRP1	SYUS	DFB	2015/12/31	817	2015/04/01	0003928710
V	ZRP1	SYUS	DFB	2015/12/31	822	2015/04/01	0003977127
V	ZRP1	SYUS	DFB	2015/12/31	847	2015/04/01	0003927773
V	ZRP1	SYUS	DFB	2015/12/31	945	2015/04/01	0003929196
V	ZRP1	SYUS	DFB	2016/12/31	1257	2016/01/01	0004180899
V	ZRP1	SYUS	DFB	2016/12/31	1262	2016/01/01	0004180935
V	ZRP1	SYUS	DFB	2016/12/31	1286	2016/01/01	0004181530
V	ZRP1	SYUS	DGR	2014/12/31	10010-US	2014/01/01	0003141612
V	ZRP1	SYUS	DGR	2015/12/31	817	2015/04/01	0003927478
V	ZRP1	SYUS	DGR	2015/12/31	847	2015/04/01	0003927736
V	ZRP1	SYUS	DGR	2015/12/31	945	2015/04/01	0003929197
V	ZRP1	SYUS	DGR	2016/12/31	1257	2016/01/01	0004180895
V	ZRP1	SYUS	DGR	2016/12/31	1286	2016/01/01	0004181531
V	ZRP1	SYUS	DKC	2014/12/31	10010-US	2014/01/01	0003141613
V	ZRP1	SYUS	DKC	2015/12/31	817	2015/04/01	0003927479
V	ZRP1	SYUS	DKC	2015/12/31	847	2015/04/01	0003927737
V	ZRP1	SYUS	DKC	2015/12/31	945	2015/04/01	0003929198
V	ZRP1	SYUS	DKC	2016/12/31	1257	2016/01/01	0004180896
V	ZRP1	SYUS	DKC	2016/12/31	1286	2016/01/01	0004181532
V	ZRP1	SYUS	DOM	2014/12/31	10038-US	2014/01/01	0003141741
V	ZRP1	SYUS	DOM	2015/12/31	842	2015/04/01	0003927708
V	ZRP1	SYUS	DRA	2015/12/31	817	2015/04/01	0003928711
V	ZRP1	SYUS	DRA	2015/12/31	847	2015/04/01	0003927738
V	ZRP1	SYUS	DRA	2015/12/31	945	2015/04/01	0003929199
V	ZRP1	SYUS	DRA	2016/12/31	1257	2016/01/01	0004180900
V	ZRP1	SYUS	DRA	2016/12/31	1286	2016/01/01	0004181533
V	ZRP1	SYUS	DRK	2014/12/31	10010-US	2014/01/01	0003141615
V	ZRP1	SYUS	DRK	2015/12/31	817	2015/04/01	0003927481
V	ZRP1	SYUS	DRK	2015/12/31	847	2015/04/01	0003927739
V	ZRP1	SYUS	DRK	2015/12/31	945	2015/04/01	0003929200
V	ZRP1	SYUS	DRK	2016/12/31	1257	2016/01/01	0004180897
V	ZRP1	SYUS	DRK	2016/12/31	1286	2016/01/01	0004181534
V	ZRP1	SYUS	DRR	2014/12/31	10010-US	2014/01/01	0003141614
V	ZRP1	SYUS	DRR	2015/12/31	817	2015/04/01	0003927480
V	ZRP1	SYUS	DRR	2015/12/31	847	2015/04/01	0003927740
V	ZRP1	SYUS	DRR	2015/12/31	945	2015/04/01	0003929201
V	ZRP1	SYUS	DRR	2016/12/31	1257	2016/01/01	0004180898
V	ZRP1	SYUS	DRR	2016/12/31	1286	2016/01/01	0004181535
V	ZRP1	SYUS	DUB	2014/12/31	10092-US	2014/01/01	0003141912
V	ZRP1	SYUS	DUB	2015/12/31	899	2015/04/01	0003928209
V	ZRP1	SYUS	DUB	2015/12/31	1073	2015/04/01	0003929877
V	ZRP1	SYUS	DUB	2016/12/31	1336	2016/01/01	0004182043
V	ZRP1	SYUS	EGG	2014/12/31	10031-US	2014/01/01	0003141727
V	ZRP1	SYUS	EGG	2015/12/31	836	2015/04/01	0003927663
V	ZRP1	SYUS	EGG	2015/12/31	847	2015/04/01	0003927741
V	ZRP1	SYUS	EGG	2016/12/31	1276	2016/01/01	0004181303
V	ZRP1	SYUS	EGG	2016/12/31	1286	2016/01/01	0004181536
V	ZRP1	SYUS	EI1	2015/12/31	1220	2015/04/01	0003974265
V	ZRP1	SYUS	EI1	2016/12/31	1543	2016/01/01	0004184018
V	ZRP1	SYUS	EKC	2014/12/31	10073-US	2014/01/01	0003141857
V	ZRP1	SYUS	EKC	2015/12/31	871	2015/04/01	0003927899
V	ZRP1	SYUS	EKC	2015/12/31	1052	2015/04/01	0003929761
V	ZRP1	SYUS	EKC	2016/12/31	1308	2016/01/01	0004181845
V	ZRP1	SYUS	ERF	2014/12/31	10035-US	2014/01/01	0003141737
V	ZRP1	SYUS	ERF	2015/12/31	841	2015/04/01	0003927704
V	ZRP1	SYUS	ERF	2015/12/31	847	2015/04/01	0003927742
V	ZRP1	SYUS	ERF	2016/12/31	1281	2016/01/01	0004181478
V	ZRP1	SYUS	ERF	2016/12/31	1286	2016/01/01	0004181537
V	ZRP1	SYUS	ERR	2014/12/31	10093-US	2014/01/01	0003141913
V	ZRP1	SYUS	ERR	2015/12/31	928	2015/04/01	0003928492
V	ZRP1	SYUS	ERR	2015/12/31	1072	2015/04/01	0003929876
V	ZRP1	SYUS	ERR	2016/12/31	1365	2016/01/01	0004182171
V	ZRP1	SYUS	ESB	2014/12/31	10015-US	2014/01/01	0003141623
V	ZRP1	SYUS	ESB	2015/12/31	821	2015/04/01	0003927510
V	ZRP1	SYUS	ESB	2016/12/31	1261	2016/01/01	0004180933
V	ZRP1	SYUS	ETM	2015/12/31	1183	2015/04/01	0004003404
V	ZRP1	SYUS	ETM	2016/12/31	1510	2016/01/01	0004183891
V	ZRP1	SYUS	ETR	2015/12/31	1183	2015/04/01	0003944432
V	ZRP1	SYUS	ETR	2016/12/31	1510	2016/01/01	0004183892
V	ZRP1	SYUS	FAL	2015/12/31	1189	2015/04/01	0003944506
V	ZRP1	SYUS	FAL	2016/12/31	1516	2016/01/01	0004183940
V	ZRP1	SYUS	FBF	2014/12/31	10114-US	2014/01/01	0003141958
V	ZRP1	SYUS	FBF	2015/12/31	924	2015/04/01	0003928441
V	ZRP1	SYUS	FBF	2015/12/31	1053	2015/04/01	0003929784
V	ZRP1	SYUS	FBF	2016/12/31	1361	2016/01/01	0004182154
V	ZRP1	SYUS	FCT	2014/12/31	10114-US	2014/01/01	0003141951
V	ZRP1	SYUS	FCT	2015/12/31	924	2015/04/01	0003928434
V	ZRP1	SYUS	FCT	2015/12/31	1053	2015/04/01	0003929785
V	ZRP1	SYUS	FCT	2016/12/31	1361	2016/01/01	0004182153
V	ZRP1	SYUS	FCU	2014/12/31	10114-US	2014/01/01	0003141955
V	ZRP1	SYUS	FCU	2015/12/31	924	2015/04/01	0003928438
V	ZRP1	SYUS	FCU	2015/12/31	1053	2015/04/01	0003929786
V	ZRP1	SYUS	FCU	2016/12/31	1361	2016/01/01	0004182152
V	ZRP1	SYUS	FD1	2015/12/31	1223	2015/06/15	0004003465
V	ZRP1	SYUS	FD1	2016/12/31	1546	2016/01/01	0004184021
V	ZRP1	SYUS	FEN	2014/12/31	10094-US	2014/01/01	0003141914
V	ZRP1	SYUS	FEN	2015/12/31	901	2015/04/01	0003928235
V	ZRP1	SYUS	FEN	2015/12/31	1071	2015/04/01	0003929875
V	ZRP1	SYUS	FEN	2016/12/31	1338	2016/01/01	0004182054
V	ZRP1	SYUS	FFC	2015/12/31	911	2015/04/01	0003928271
V	ZRP1	SYUS	FFC	2015/12/31	1030	2015/04/01	0003929708
V	ZRP1	SYUS	FFC	2016/12/31	1348	2016/01/01	0004182078
V	ZRP1	SYUS	FFF	2014/12/31	10114-US	2014/01/01	0003141950
V	ZRP1	SYUS	FFF	2015/12/31	924	2015/04/01	0003928433
V	ZRP1	SYUS	FFF	2015/12/31	1053	2015/04/01	0003929787
V	ZRP1	SYUS	FFF	2016/12/31	1361	2016/01/01	0004182151
V	ZRP1	SYUS	FFM	2015/12/31	822	2015/04/01	0004003385
V	ZRP1	SYUS	FFM	2016/12/31	1262	2016/01/01	0004180936
V	ZRP1	SYUS	FFO	2014/12/31	10018-US	2014/01/01	0003141629
V	ZRP1	SYUS	FFO	2015/12/31	822	2015/04/01	0003927522
V	ZRP1	SYUS	FFO	2015/12/31	970	2015/04/01	0003929350
V	ZRP1	SYUS	FFO	2016/12/31	1262	2016/01/01	0004180938
V	ZRP1	SYUS	FFP	2015/12/31	1190	2015/04/01	0003944507
V	ZRP1	SYUS	FFP	2016/12/31	1517	2016/01/01	0004183941
V	ZRP1	SYUS	FFS	2014/12/31	10018-US	2014/01/01	0003141631
V	ZRP1	SYUS	FFS	2015/12/31	822	2015/04/01	0003927524
V	ZRP1	SYUS	FFS	2015/12/31	970	2015/04/01	0003929351
V	ZRP1	SYUS	FFS	2016/12/31	1262	2016/01/01	0004180939
V	ZRP1	SYUS	FGR	2014/12/31	10100-US	2014/01/01	0003141924
V	ZRP1	SYUS	FGR	2015/12/31	900	2015/04/01	0003928228
V	ZRP1	SYUS	FGR	2015/12/31	1020	2015/04/01	0003929677
V	ZRP1	SYUS	FGR	2016/12/31	1337	2016/01/01	0004182050
V	ZRP1	SYUS	FGR	2016/12/31	1415	2016/01/01	0004183158
V	ZRP1	SYUS	FHA	2015/12/31	847	2015/04/01	0003927743
V	ZRP1	SYUS	FHA	2015/12/31	1184	2015/04/01	0003944438
V	ZRP1	SYUS	FHA	2016/12/31	1286	2016/01/01	0004181538
V	ZRP1	SYUS	FHA	2016/12/31	1511	2016/01/01	0004183896
V	ZRP1	SYUS	FHB	2014/12/31	10114-US	2014/01/01	0003141949
V	ZRP1	SYUS	FHB	2015/12/31	924	2015/04/01	0003928432
V	ZRP1	SYUS	FHB	2015/12/31	1053	2015/04/01	0003929788
V	ZRP1	SYUS	FHB	2016/12/31	1361	2016/01/01	0004182150
V	ZRP1	SYUS	FHD	2015/11/30	10159-US	2014/11/19	0003786313
V	ZRP1	SYUS	FHK	2015/12/31	847	2015/04/01	0003927744
V	ZRP1	SYUS	FHK	2015/12/31	1184	2015/04/01	0003944440
V	ZRP1	SYUS	FHK	2016/12/31	1286	2016/01/01	0004181539
V	ZRP1	SYUS	FHK	2016/12/31	1511	2016/01/01	0004183897
V	ZRP1	SYUS	FHR	2015/12/31	847	2015/04/01	0003927745
V	ZRP1	SYUS	FHR	2015/12/31	1184	2015/04/01	0003944439
V	ZRP1	SYUS	FHR	2016/12/31	1286	2016/01/01	0004181540
V	ZRP1	SYUS	FHR	2016/12/31	1511	2016/01/01	0004183898
V	ZRP1	SYUS	FHS	2014/12/31	10114-US	2014/01/01	0003141956
V	ZRP1	SYUS	FHS	2015/12/31	924	2015/04/01	0003928439
V	ZRP1	SYUS	FHS	2015/12/31	1053	2015/04/01	0003929789
V	ZRP1	SYUS	FHS	2016/12/31	1361	2016/01/01	0004182149
V	ZRP1	SYUS	FHU	2014/12/31	10114-US	2014/01/01	0003141953
V	ZRP1	SYUS	FHU	2015/12/31	924	2015/04/01	0003928436
V	ZRP1	SYUS	FHU	2015/12/31	1053	2015/04/01	0003929790
V	ZRP1	SYUS	FHU	2016/12/31	1361	2016/01/01	0004182148
V	ZRP1	SYUS	FID	2014/12/31	10052-US	2014/01/01	0003141818
V	ZRP1	SYUS	FID	2015/12/31	831	2015/04/01	0003927601
V	ZRP1	SYUS	FID	2015/12/31	855	2015/04/01	0003927821
V	ZRP1	SYUS	FID	2016/12/31	1271	2016/01/01	0004181161
V	ZRP1	SYUS	FID	2016/12/31	1294	2016/01/01	0004181708
V	ZRP1	SYUS	FIG	2014/12/31	10096-US	2014/01/01	0003141916
V	ZRP1	SYUS	FIG	2015/12/31	888	2015/04/01	0003928164
V	ZRP1	SYUS	FIG	2016/12/31	1325	2016/01/01	0004182025
V	ZRP1	SYUS	FLR	2015/12/31	1191	2015/04/01	0003944508
V	ZRP1	SYUS	FLR	2016/12/31	1518	2016/01/01	0004183942
V	ZRP1	SYUS	FNG	2014/12/31	10095-US	2014/01/01	0003141915
V	ZRP1	SYUS	FNG	2015/12/31	887	2015/04/01	0003928163
V	ZRP1	SYUS	FNG	2015/12/31	1070	2015/04/01	0003929874
V	ZRP1	SYUS	FNG	2016/12/31	1324	2016/01/01	0004182024
V	ZRP1	SYUS	FOB	2015/12/31	924	2015/04/01	0003928443
V	ZRP1	SYUS	FOB	2015/12/31	1053	2015/04/01	0003929791
V	ZRP1	SYUS	FOB	2016/12/31	1361	2016/01/01	0004182147
V	ZRP1	SYUS	FOH	2015/12/31	924	2015/04/01	0003928444
V	ZRP1	SYUS	FOH	2015/12/31	1053	2015/04/01	0003929792
V	ZRP1	SYUS	FOH	2016/12/31	1361	2016/01/01	0004182146
V	ZRP1	SYUS	FOO	2015/12/31	924	2015/04/01	0003928445
V	ZRP1	SYUS	FOO	2015/12/31	1053	2015/04/01	0003929793
V	ZRP1	SYUS	FOO	2016/12/31	1361	2016/01/01	0004182145
V	ZRP1	SYUS	FOS	2015/12/31	900	2015/04/01	0003928230
V	ZRP1	SYUS	FOS	2015/12/31	1020	2015/04/01	0003929678
V	ZRP1	SYUS	FOS	2016/12/31	1337	2016/01/01	0004182051
V	ZRP1	SYUS	FOS	2016/12/31	1415	2016/01/01	0004183159
V	ZRP1	SYUS	FOW	2015/12/31	924	2015/04/01	0003928446
V	ZRP1	SYUS	FOW	2015/12/31	1053	2015/04/01	0003929794
V	ZRP1	SYUS	FOW	2016/12/31	1361	2016/01/01	0004182144
V	ZRP1	SYUS	FPB	2014/12/31	10114-US	2014/01/01	0003141952
V	ZRP1	SYUS	FPB	2015/12/31	924	2015/04/01	0003928435
V	ZRP1	SYUS	FPB	2015/12/31	1053	2015/04/01	0003929795
