KAPPL	KSCHL	VKORG	ZZ_MVGR5	DATBI	KNUMA	DATAB	KNUMH
V	ZRP1	SYCF	OWW	2016/12/31	1496	2016/01/01	0004183839
V	ZRP1	SYCF	PAM	2014/12/31	10049-CF	2014/01/01	0003142241
V	ZRP1	SYCF	PAM	2015/12/31	1099	2015/04/01	0003930004
V	ZRP1	SYCF	PAM	2016/12/31	1428	2016/01/01	0004183390
V	ZRP1	SYCF	PAR	2014/12/31	10074-CF	2014/01/01	0003142305
V	ZRP1	SYCF	PAR	2015/12/31	981	2015/04/01	0003929529
V	ZRP1	SYCF	PAR	2015/12/31	1117	2015/04/01	0003930088
V	ZRP1	SYCF	PAR	2016/12/31	1403	2016/01/01	0004182849
V	ZRP1	SYCF	PAR	2016/12/31	1444	2016/01/01	0004183554
V	ZRP1	SYCF	PB1	2014/12/31	10048-CF	2014/01/01	0003142240
V	ZRP1	SYCF	PB1	2015/12/31	1098	2015/04/01	0003930002
V	ZRP1	SYCF	PB1	2016/12/31	1427	2016/01/01	0004183328
V	ZRP1	SYCF	PBD	2014/12/31	10048-CF	2014/01/01	0003142239
V	ZRP1	SYCF	PBD	2015/12/31	981	2015/04/01	0003929530
V	ZRP1	SYCF	PBD	2015/12/31	1098	2015/04/01	0003930003
V	ZRP1	SYCF	PBD	2016/12/31	1403	2016/01/01	0004182850
V	ZRP1	SYCF	PBD	2016/12/31	1427	2016/01/01	0004183329
V	ZRP1	SYCF	PC3	2014/12/31	10071-CF	2014/01/01	0003142297
V	ZRP1	SYCF	PC3	2015/12/31	1079	2015/04/01	0003929948
V	ZRP1	SYCF	PC3	2015/12/31	1114	2015/04/01	0003930076
V	ZRP1	SYCF	PC3	2016/12/31	1421	2016/01/01	0004183220
V	ZRP1	SYCF	PC3	2016/12/31	1441	2016/01/01	0004183459
V	ZRP1	SYCF	PC5	2014/12/31	10071-CF	2014/01/01	0003142296
V	ZRP1	SYCF	PC5	2015/12/31	1079	2015/04/01	0003929949
V	ZRP1	SYCF	PC5	2015/12/31	1114	2015/04/01	0003930077
V	ZRP1	SYCF	PC5	2016/12/31	1421	2016/01/01	0004183221
V	ZRP1	SYCF	PC5	2016/12/31	1441	2016/01/01	0004183460
V	ZRP1	SYCF	PCC	2014/12/31	10049-CF	2014/01/01	0003142244
V	ZRP1	SYCF	PCC	2015/12/31	1099	2015/04/01	0003930005
V	ZRP1	SYCF	PCC	2016/12/31	1428	2016/01/01	0004183391
V	ZRP1	SYCF	PCO	2014/12/31	10049-CF	2014/01/01	0003142245
V	ZRP1	SYCF	PCO	2015/12/31	1099	2015/04/01	0003930006
V	ZRP1	SYCF	PCO	2016/12/31	1428	2016/01/01	0004183392
V	ZRP1	SYCF	PCW	2014/12/31	10049-CF	2014/01/01	0003142246
V	ZRP1	SYCF	PCW	2015/12/31	1099	2015/04/01	0003930007
V	ZRP1	SYCF	PCW	2016/12/31	1428	2016/01/01	0004183393
V	ZRP1	SYCF	PEL	2014/12/31	10049-CF	2014/01/01	0003142247
V	ZRP1	SYCF	PEL	2015/12/31	1099	2015/04/01	0003930008
V	ZRP1	SYCF	PEL	2016/12/31	1428	2016/01/01	0004183394
V	ZRP1	SYCF	PEM	2014/12/31	10074-CF	2014/01/01	0003142314
V	ZRP1	SYCF	PEM	2015/12/31	981	2015/04/01	0003929531
V	ZRP1	SYCF	PEM	2015/12/31	1117	2015/04/01	0003930089
V	ZRP1	SYCF	PEM	2016/12/31	1403	2016/01/01	0004182851
V	ZRP1	SYCF	PEM	2016/12/31	1444	2016/01/01	0004183555
V	ZRP1	SYCF	PEW	2014/12/31	10052-CF	2014/01/01	0003142262
V	ZRP1	SYCF	PEW	2015/12/31	981	2015/04/01	0003929532
V	ZRP1	SYCF	PEW	2015/12/31	1100	2015/04/01	0003930024
V	ZRP1	SYCF	PEW	2016/12/31	1403	2016/01/01	0004182852
V	ZRP1	SYCF	PEW	2016/12/31	1429	2016/01/01	0004183410
V	ZRP1	SYCF	PFL	2014/12/31	10049-CF	2014/01/01	0003142248
V	ZRP1	SYCF	PFL	2015/12/31	1099	2015/04/01	0003930009
V	ZRP1	SYCF	PFL	2016/12/31	1428	2016/01/01	0004183395
V	ZRP1	SYCF	PFM	2015/12/31	1206	2015/04/01	0003944740
V	ZRP1	SYCF	PFM	2016/12/31	1532	2016/01/01	0004183999
V	ZRP1	SYCF	PFP	2014/12/31	10058-CF	2014/01/01	0003142271
V	ZRP1	SYCF	PFP	2015/12/31	1103	2015/04/01	0003930033
V	ZRP1	SYCF	PFP	2015/12/31	1113	2015/04/01	0003930072
V	ZRP1	SYCF	PFP	2016/12/31	1432	2016/01/01	0004183430
V	ZRP1	SYCF	PFP	2016/12/31	1440	2016/01/01	0004183455
V	ZRP1	SYCF	PFV	2014/12/31	10058-CF	2014/01/01	0003142272
V	ZRP1	SYCF	PFV	2015/12/31	1103	2015/04/01	0003930034
V	ZRP1	SYCF	PFV	2015/12/31	1113	2015/04/01	0003930073
V	ZRP1	SYCF	PFV	2016/12/31	1432	2016/01/01	0004183431
V	ZRP1	SYCF	PFV	2016/12/31	1440	2016/01/01	0004183456
V	ZRP1	SYCF	PGF	2014/12/31	10025-CF	2014/01/01	0003142102
V	ZRP1	SYCF	PGF	2015/12/31	979	2015/04/01	0003929458
V	ZRP1	SYCF	PGF	2015/12/31	1101	2015/04/01	0003930028
V	ZRP1	SYCF	PGF	2016/12/31	1401	2016/01/01	0004182824
V	ZRP1	SYCF	PGF	2016/12/31	1430	2016/01/01	0004183425
V	ZRP1	SYCF	PGT	2014/12/31	10049-CF	2014/01/01	0003142242
V	ZRP1	SYCF	PGT	2015/12/31	1099	2015/04/01	0003930010
V	ZRP1	SYCF	PGT	2016/12/31	1428	2016/01/01	0004183396
V	ZRP1	SYCF	PHY	2014/12/31	10049-CF	2014/01/01	0003142249
V	ZRP1	SYCF	PHY	2015/12/31	1099	2015/04/01	0003930011
V	ZRP1	SYCF	PHY	2016/12/31	1428	2016/01/01	0004183397
V	ZRP1	SYCF	PIL	2014/12/31	10117-CF	2014/01/01	0003142405
V	ZRP1	SYCF	PIL	2015/12/31	1149	2015/04/01	0003930176
V	ZRP1	SYCF	PIL	2016/12/31	1476	2016/01/01	0004183764
V	ZRP1	SYCF	POB	2014/12/31	10049-CF	2014/01/01	0003142250
V	ZRP1	SYCF	POB	2015/12/31	1099	2015/04/01	0003930012
V	ZRP1	SYCF	POB	2016/12/31	1428	2016/01/01	0004183398
V	ZRP1	SYCF	PPB	2014/12/31	10049-CF	2014/01/01	0003142251
V	ZRP1	SYCF	PPB	2015/12/31	1099	2015/04/01	0003930013
V	ZRP1	SYCF	PPB	2016/12/31	1428	2016/01/01	0004183399
V	ZRP1	SYCF	PPT	2014/12/31	10049-CF	2014/01/01	0003142243
V	ZRP1	SYCF	PPT	2015/12/31	1099	2015/04/01	0003930014
V	ZRP1	SYCF	PPT	2015/12/31	1101	2015/04/01	0003930029
V	ZRP1	SYCF	PPT	2016/12/31	1428	2016/01/01	0004183400
V	ZRP1	SYCF	PPT	2016/12/31	1430	2016/01/01	0004183426
V	ZRP1	SYCF	PRK	2014/12/31	10116-CF	2014/01/01	0003142404
V	ZRP1	SYCF	PRK	2015/12/31	1182	2015/04/01	0003930297
V	ZRP1	SYCF	PRK	2016/12/31	1509	2016/01/01	0004183890
V	ZRP1	SYCF	PRM	2014/12/31	10057-CF	2014/01/01	0003142270
V	ZRP1	SYCF	PRM	2015/12/31	1102	2015/04/01	0003930032
V	ZRP1	SYCF	PRM	2016/12/31	1431	2016/01/01	0004183429
V	ZRP1	SYCF	PSB	2014/12/31	10049-CF	2014/01/01	0003142252
V	ZRP1	SYCF	PSB	2015/12/31	1099	2015/04/01	0003930015
V	ZRP1	SYCF	PSB	2016/12/31	1428	2016/01/01	0004183401
V	ZRP1	SYCF	PSM	2014/12/31	10074-CF	2014/01/01	0003142315
V	ZRP1	SYCF	PSM	2015/12/31	981	2015/04/01	0003929533
V	ZRP1	SYCF	PSM	2015/12/31	1117	2015/04/01	0003930090
V	ZRP1	SYCF	PSM	2016/12/31	1403	2016/01/01	0004182853
V	ZRP1	SYCF	PSM	2016/12/31	1444	2016/01/01	0004183556
V	ZRP1	SYCF	PSR	2014/12/31	10074-CF	2014/01/01	0003142306
V	ZRP1	SYCF	PSR	2015/12/31	981	2015/04/01	0003929534
V	ZRP1	SYCF	PSR	2015/12/31	1117	2015/04/01	0003930091
V	ZRP1	SYCF	PSR	2016/12/31	1403	2016/01/01	0004182854
V	ZRP1	SYCF	PSR	2016/12/31	1444	2016/01/01	0004183557
V	ZRP1	SYCF	PT4	2014/12/31	10068-CF	2014/01/01	0003142292
V	ZRP1	SYCF	PT4	2015/12/31	1079	2015/04/01	0003929950
V	ZRP1	SYCF	PT4	2015/12/31	1111	2015/04/01	0003930068
V	ZRP1	SYCF	PT4	2016/12/31	1421	2016/01/01	0004183222
V	ZRP1	SYCF	PT4	2016/12/31	1438	2016/01/01	0004183452
V	ZRP1	SYCF	PT5	2014/12/31	10068-CF	2014/01/01	0003142290
V	ZRP1	SYCF	PT5	2015/12/31	1079	2015/04/01	0003929951
V	ZRP1	SYCF	PT5	2015/12/31	1111	2015/04/01	0003930069
V	ZRP1	SYCF	PT5	2016/12/31	1421	2016/01/01	0004183223
V	ZRP1	SYCF	PT5	2016/12/31	1438	2016/01/01	0004183453
V	ZRP1	SYCF	PTA	2014/12/31	10067-CF	2014/01/01	0003142284
V	ZRP1	SYCF	PTA	2015/12/31	1099	2015/04/01	0003977907
V	ZRP1	SYCF	PTA	2015/12/31	1110	2015/04/01	0003930061
V	ZRP1	SYCF	PTA	2016/12/31	1428	2016/01/01	0004183388
V	ZRP1	SYCF	PTA	2016/12/31	1437	2016/01/01	0004183445
V	ZRP1	SYCF	PTC	2014/12/31	10067-CF	2014/01/01	0003142286
V	ZRP1	SYCF	PTC	2015/12/31	1099	2015/04/01	0003977908
V	ZRP1	SYCF	PTC	2015/12/31	1110	2015/04/01	0003930062
V	ZRP1	SYCF	PTC	2016/12/31	1428	2016/01/01	0004183389
V	ZRP1	SYCF	PTC	2016/12/31	1437	2016/01/01	0004183446
V	ZRP1	SYCF	PTE	2014/12/31	10053-CF	2014/01/01	0003142264
V	ZRP1	SYCF	PTE	2015/12/31	1101	2015/04/01	0003930030
V	ZRP1	SYCF	PTE	2016/12/31	1430	2016/01/01	0004183427
V	ZRP1	SYCF	PTK	2014/12/31	10049-CF	2014/01/01	0003142253
V	ZRP1	SYCF	PTK	2015/12/31	1099	2015/04/01	0003930016
V	ZRP1	SYCF	PTK	2016/12/31	1428	2016/01/01	0004183402
V	ZRP1	SYCF	PTL	2015/12/31	1103	2015/04/01	0003930035
V	ZRP1	SYCF	PTL	2015/12/31	1113	2015/04/01	0003930074
V	ZRP1	SYCF	PTL	2016/12/31	1432	2016/01/01	0004183432
V	ZRP1	SYCF	PTL	2016/12/31	1440	2016/01/01	0004183457
V	ZRP1	SYCF	PTM	2014/12/31	10049-CF	2014/01/01	0003142254
V	ZRP1	SYCF	PTM	2015/12/31	1099	2015/04/01	0003930017
V	ZRP1	SYCF	PTM	2016/12/31	1428	2016/01/01	0004183403
V	ZRP1	SYCF	PTR	2015/12/31	1103	2015/04/01	0003930036
V	ZRP1	SYCF	PTR	2015/12/31	1113	2015/04/01	0003930075
V	ZRP1	SYCF	PTR	2016/12/31	1432	2016/01/01	0004183433
V	ZRP1	SYCF	PTR	2016/12/31	1440	2016/01/01	0004183458
V	ZRP1	SYCF	PTT	2014/12/31	10049-CF	2014/01/01	0003142255
V	ZRP1	SYCF	PTT	2015/12/31	1099	2015/04/01	0003930018
V	ZRP1	SYCF	PTT	2016/12/31	1428	2016/01/01	0004183404
V	ZRP1	SYCF	PUB	2014/12/31	10118-CF	2014/01/01	0003142410
V	ZRP1	SYCF	PUB	2015/12/31	1171	2015/04/01	0003930274
V	ZRP1	SYCF	PUB	2016/12/31	1498	2016/01/01	0004183866
V	ZRP1	SYCF	PWB	2014/12/31	10049-CF	2014/01/01	0003142256
V	ZRP1	SYCF	PWB	2015/12/31	1099	2015/04/01	0003930019
V	ZRP1	SYCF	PWB	2016/12/31	1428	2016/01/01	0004183405
V	ZRP1	SYCF	RAI	2014/12/31	10119-CF	2014/01/01	0003588675
V	ZRP1	SYCF	RAI	2014/12/31	10120-CF	2014/01/01	0003142412
V	ZRP1	SYCF	RAI	2015/12/31	1128	2015/04/01	0003930124
V	ZRP1	SYCF	RAI	2015/12/31	1135	2015/04/01	0003930141
V	ZRP1	SYCF	RAI	2016/12/31	1462	2016/01/01	0004183728
V	ZRP1	SYCF	RC1	2014/12/31	10089-CF	2014/01/01	0003149658
V	ZRP1	SYCF	RC1	2015/12/31	1170	2015/04/01	0003930268
V	ZRP1	SYCF	RC1	2016/12/31	1497	2016/01/01	0004183860
V	ZRP1	SYCF	RC2	2014/12/31	10089-CF	2014/01/01	0003149659
V	ZRP1	SYCF	RC2	2015/12/31	1170	2015/04/01	0003930269
V	ZRP1	SYCF	RC2	2016/12/31	1497	2016/01/01	0004183861
V	ZRP1	SYCF	RC3	2014/12/31	10089-CF	2014/01/01	0003149660
V	ZRP1	SYCF	RC3	2015/12/31	1170	2015/04/01	0003930270
V	ZRP1	SYCF	RC3	2016/12/31	1497	2016/01/01	0004183862
V	ZRP1	SYCF	RC4	2014/12/31	10089-CF	2014/01/01	0003149661
V	ZRP1	SYCF	RC4	2015/12/31	1170	2015/04/01	0003930271
V	ZRP1	SYCF	RC4	2016/12/31	1497	2016/01/01	0004183863
V	ZRP1	SYCF	RC5	2014/12/31	10089-CF	2014/01/01	0003149662
V	ZRP1	SYCF	RC5	2015/12/31	1170	2015/04/01	0003930272
V	ZRP1	SYCF	RC5	2016/12/31	1497	2016/01/01	0004183864
V	ZRP1	SYCF	RCR	2014/12/31	10089-CF	2014/01/01	0003142349
V	ZRP1	SYCF	RCR	2015/12/31	1170	2015/04/01	0003930273
V	ZRP1	SYCF	RCR	2016/12/31	1497	2016/01/01	0004183865
V	ZRP1	SYCF	REO	2015/12/31	1118	2015/04/01	0003930099
V	ZRP1	SYCF	REO	2016/12/31	1445	2016/01/01	0004183685
V	ZRP1	SYCF	ROT	2014/12/31	10120-CF	2014/01/01	0003142413
V	ZRP1	SYCF	ROT	2015/12/31	1128	2015/04/01	0003930125
V	ZRP1	SYCF	RRM	2014/12/31	10040-CF	2014/01/01	0003142190
V	ZRP1	SYCF	RRM	2015/12/31	1069	2015/04/01	0003929873
V	ZRP1	SYCF	RRM	2015/12/31	1079	2015/04/01	0003929952
V	ZRP1	SYCF	RRM	2016/12/31	1420	2016/01/01	0004183198
V	ZRP1	SYCF	RRM	2016/12/31	1421	2016/01/01	0004183224
V	ZRP1	SYCF	RS1	2014/12/31	10091-CF	2014/01/01	0003142352
V	ZRP1	SYCF	RS1	2015/12/31	1142	2015/04/01	0003930151
V	ZRP1	SYCF	RS1	2016/12/31	1469	2016/01/01	0004183738
V	ZRP1	SYCF	RS2	2014/12/31	10091-CF	2014/01/01	0003142353
V	ZRP1	SYCF	RS2	2015/12/31	1142	2015/04/01	0003930152
V	ZRP1	SYCF	RS2	2016/12/31	1469	2016/01/01	0004183739
V	ZRP1	SYCF	RS3	2014/12/31	10091-CF	2014/01/01	0003142354
V	ZRP1	SYCF	RS3	2015/12/31	1142	2015/04/01	0003930153
V	ZRP1	SYCF	RS3	2016/12/31	1469	2016/01/01	0004183740
V	ZRP1	SYCF	RSR	2014/12/31	10147-CF	2014/01/01	0003142463
V	ZRP1	SYCF	RSR	2015/12/31	1172	2015/04/01	0003930275
V	ZRP1	SYCF	RSR	2016/12/31	1499	2016/01/01	0004183867
V	ZRP1	SYCF	RUD	2014/12/31	10091-CF	2014/01/01	0003142351
V	ZRP1	SYCF	RUD	2015/12/31	1142	2015/04/01	0003930154
V	ZRP1	SYCF	RUD	2016/12/31	1469	2016/01/01	0004183741
V	ZRP1	SYCF	RW7	2015/12/31	1235	2015/08/13	0004078157
V	ZRP1	SYCF	RW7	2016/12/31	1558	2016/01/01	0004184059
V	ZRP1	SYCF	SA1	2015/12/31	1104	2015/04/01	0004103708
V	ZRP1	SYCF	SA1	2016/12/31	1433	2016/01/01	0004183435
V	ZRP1	SYCF	SAB	2014/12/31	10059-CF	2014/01/01	0003142273
V	ZRP1	SYCF	SAB	2015/12/31	1104	2015/04/01	0003930050
V	ZRP1	SYCF	SAB	2016/12/31	1433	2016/01/01	0004183439
V	ZRP1	SYCF	SAD	2014/12/31	10121-CF	2014/01/01	0003142414
V	ZRP1	SYCF	SAD	2015/12/31	1122	2015/04/01	0003930117
V	ZRP1	SYCF	SAD	2016/12/31	1449	2016/01/01	0004183703
V	ZRP1	SYCF	SAP	2014/12/31	10072-CF	2014/01/01	0003142298
V	ZRP1	SYCF	SAP	2015/12/31	981	2015/04/01	0003929535
V	ZRP1	SYCF	SAP	2015/12/31	1115	2015/04/01	0003930078
V	ZRP1	SYCF	SAP	2016/12/31	1403	2016/01/01	0004182855
V	ZRP1	SYCF	SAP	2016/12/31	1442	2016/01/01	0004183461
V	ZRP1	SYCF	SAS	2014/12/31	10063-CF	2014/01/01	0003142279
V	ZRP1	SYCF	SAS	2015/12/31	1106	2015/04/01	0003930054
V	ZRP1	SYCF	SAS	2016/12/31	1435	2016/01/01	0004183443
V	ZRP1	SYCF	SC1	2015/12/31	957	2015/04/01	0003966658
V	ZRP1	SYCF	SC1	2015/12/31	1104	2015/04/01	0003966546
V	ZRP1	SYCF	SC1	2016/12/31	1385	2016/01/01	0004182533
V	ZRP1	SYCF	SC1	2016/12/31	1433	2016/01/01	0004183436
V	ZRP1	SYCF	SD1	2016/12/31	1573	2016/02/12	0004278431
V	ZRP1	SYCF	SF2	2014/12/31	10062-CF	2014/01/01	0003142276
V	ZRP1	SYCF	SF2	2015/12/31	1105	2015/04/01	0003930051
V	ZRP1	SYCF	SF2	2016/12/31	1434	2016/01/01	0004183440
V	ZRP1	SYCF	SFI	2014/12/31	10062-CF	2014/01/01	0003142278
V	ZRP1	SYCF	SFI	2015/12/31	1105	2015/04/01	0003930052
V	ZRP1	SYCF	SFI	2016/12/31	1434	2016/01/01	0004183441
V	ZRP1	SYCF	SFS	2014/12/31	10062-CF	2014/01/01	0003142277
V	ZRP1	SYCF	SFS	2015/12/31	1105	2015/04/01	0003930053
V	ZRP1	SYCF	SFS	2016/12/31	1434	2016/01/01	0004183442
V	ZRP1	SYCF	SH1	2015/12/31	1222	2015/04/01	0003974284
V	ZRP1	SYCF	SH1	2016/12/31	1545	2016/01/01	0004184020
V	ZRP1	SYCF	SHA	2014/12/31	10122-CF	2014/01/01	0003142415
V	ZRP1	SYCF	SHA	2015/12/31	1154	2015/04/01	0003930181
V	ZRP1	SYCF	SHA	2016/12/31	1481	2016/01/01	0004183769
V	ZRP1	SYCF	SHU	2014/12/31	10123-CF	2014/01/01	0003142416
V	ZRP1	SYCF	SHU	2015/12/31	1126	2015/04/01	0003930122
V	ZRP1	SYCF	SHU	2016/12/31	1453	2016/01/01	0004183708
V	ZRP1	SYCF	SL1	2015/12/31	1176	2015/04/01	0003930279
V	ZRP1	SYCF	SL1	2016/12/31	1503	2016/01/01	0004183871
V	ZRP1	SYCF	SMD	2015/12/31	1104	2015/04/01	0003978035
V	ZRP1	SYCF	SMD	2015/12/31	1202	2015/04/01	0003978053
V	ZRP1	SYCF	SMD	2016/12/31	1433	2016/01/01	0004183437
V	ZRP1	SYCF	SMD	2016/12/31	1528	2016/01/01	0004183994
V	ZRP1	SYCF	SNA	2014/12/31	10065-CF	2014/01/01	0003142281
V	ZRP1	SYCF	SNA	2015/08/17	1108	2015/04/01	0003930056
V	ZRP1	SYCF	SNA	2015/12/31	1079	2015/04/01	0003929953
V	ZRP1	SYCF	SNA	2016/12/31	1421	2016/01/01	0004183225
V	ZRP1	SYCF	SNA	2016/12/31	1575	2016/01/01	0004280851
V	ZRP1	SYCF	SNF	2014/12/31	10031-CF	2014/01/01	0003142172
V	ZRP1	SYCF	SNF	2015/12/31	986	2015/04/01	0003929560
V	ZRP1	SYCF	SNF	2015/12/31	1079	2015/04/01	0003929954
V	ZRP1	SYCF	SNF	2016/12/31	1408	2016/01/01	0004182976
V	ZRP1	SYCF	SNF	2016/12/31	1421	2016/01/01	0004183226
V	ZRP1	SYCF	SOH	2014/12/31	10064-CF	2014/01/01	0003142280
V	ZRP1	SYCF	SOH	2015/12/31	1107	2015/04/01	0003930055
V	ZRP1	SYCF	SOH	2016/12/31	1436	2016/01/01	0004183444
V	ZRP1	SYCF	SPM	2014/12/31	10072-CF	2014/01/01	0003142299
V	ZRP1	SYCF	SPM	2015/12/31	981	2015/04/01	0003929536
V	ZRP1	SYCF	SPM	2015/12/31	1115	2015/04/01	0003930079
V	ZRP1	SYCF	SPM	2016/12/31	1403	2016/01/01	0004182856
V	ZRP1	SYCF	SPM	2016/12/31	1442	2016/01/01	0004183462
V	ZRP1	SYCF	SSS	2014/12/31	10148-CF	2014/01/01	0003142465
V	ZRP1	SYCF	SSS	2015/12/31	1180	2015/04/01	0003930294
V	ZRP1	SYCF	SSS	2016/12/31	1507	2016/01/01	0004183886
V	ZRP1	SYCF	ST1	2015/12/31	1228	2015/06/19	0004008910
V	ZRP1	SYCF	ST1	2016/12/31	1551	2016/01/01	0004184026
V	ZRP1	SYCF	STO	2014/12/31	10124-CF	2014/01/01	0003142417
V	ZRP1	SYCF	STO	2015/12/31	1175	2015/04/01	0003930278
V	ZRP1	SYCF	STO	2016/12/31	1502	2016/01/01	0004183870
V	ZRP1	SYCF	TA2	2014/12/31	10067-CF	2014/01/01	0003142288
V	ZRP1	SYCF	TA2	2015/12/31	1110	2015/04/01	0003930063
V	ZRP1	SYCF	TA2	2016/12/31	1437	2016/01/01	0004183447
V	ZRP1	SYCF	TA3	2014/12/31	10067-CF	2014/01/01	0003142287
V	ZRP1	SYCF	TA3	2015/12/31	991	2015/04/01	0003954014
V	ZRP1	SYCF	TA3	2015/12/31	1110	2015/04/01	0003930064
V	ZRP1	SYCF	TA3	2016/12/31	1412	2016/01/01	0004183114
V	ZRP1	SYCF	TA3	2016/12/31	1437	2016/01/01	0004183448
V	ZRP1	SYCF	TA5	2014/12/31	10067-CF	2014/01/01	0003142285
V	ZRP1	SYCF	TA5	2015/12/31	1110	2015/04/01	0003930065
V	ZRP1	SYCF	TA5	2016/12/31	1437	2016/01/01	0004183449
V	ZRP1	SYCF	TCP	2014/12/31	10075-CF	2014/01/01	0003142319
V	ZRP1	SYCF	TCP	2015/12/31	1120	2015/04/01	0003930103
V	ZRP1	SYCF	TCP	2016/12/31	1447	2016/01/01	0004183689
V	ZRP1	SYCF	THI	2014/12/31	10125-CF	2014/01/01	0003142418
V	ZRP1	SYCF	THI	2015/12/31	1179	2015/04/01	0003930292
V	ZRP1	SYCF	THI	2016/12/31	1506	2016/01/01	0004183884
V	ZRP1	SYCF	TW1	2014/12/31	10127-CF	2014/01/01	0003142423
V	ZRP1	SYCF	TW1	2015/12/31	1177	2015/04/01	0003930286
V	ZRP1	SYCF	TW1	2016/12/31	1504	2016/01/01	0004183878
V	ZRP1	SYCF	TW2	2014/12/31	10127-CF	2014/01/01	0003142424
V	ZRP1	SYCF	TW2	2015/12/31	1177	2015/04/01	0003930287
V	ZRP1	SYCF	TW2	2016/12/31	1504	2016/01/01	0004183879
V	ZRP1	SYCF	TW3	2014/12/31	10127-CF	2014/01/01	0003142425
V	ZRP1	SYCF	TW3	2015/12/31	1177	2015/04/01	0003930288
V	ZRP1	SYCF	TW3	2016/12/31	1504	2016/01/01	0004183880
V	ZRP1	SYCF	TW4	2014/12/31	10127-CF	2014/01/01	0003142426
V	ZRP1	SYCF	TW4	2015/12/31	1177	2015/04/01	0003930289
V	ZRP1	SYCF	TW4	2016/12/31	1504	2016/01/01	0004183881
V	ZRP1	SYCF	VIE	2014/12/31	10126-CF	2014/01/01	0003142419
V	ZRP1	SYCF	VIE	2015/12/31	1157	2015/04/01	0003930194
V	ZRP1	SYCF	VIE	2016/12/31	1484	2016/01/01	0004183783
V	ZRP1	SYCF	VJN	2014/12/31	10074-CF	2014/01/01	0003142307
V	ZRP1	SYCF	VJN	2015/12/31	981	2015/04/01	0003929537
V	ZRP1	SYCF	VJN	2015/12/31	1117	2015/04/01	0003930092
V	ZRP1	SYCF	VJN	2016/12/31	1403	2016/01/01	0004182857
V	ZRP1	SYCF	VJN	2016/12/31	1444	2016/01/01	0004183558
V	ZRP1	SYCF	VPT	2014/12/31	10073-CF	2014/01/01	0003142301
V	ZRP1	SYCF	VPT	2015/12/31	1101	2015/04/01	0003930031
V	ZRP1	SYCF	VPT	2015/12/31	1116	2015/04/01	0003930081
V	ZRP1	SYCF	VPT	2016/12/31	1430	2016/01/01	0004183428
V	ZRP1	SYCF	VPT	2016/12/31	1443	2016/01/01	0004183546
V	ZRP1	SYCF	WAM	2014/12/31	10074-CF	2014/01/01	0003142316
V	ZRP1	SYCF	WAM	2015/12/31	1117	2015/04/01	0003930093
V	ZRP1	SYCF	WAM	2016/12/31	1444	2016/01/01	0004183559
V	ZRP1	SYCF	WAV	2014/12/31	10074-CF	2014/01/01	0003142308
V	ZRP1	SYCF	WAV	2015/12/31	981	2015/04/01	0003929538
V	ZRP1	SYCF	WAV	2015/12/31	1117	2015/04/01	0003930094
V	ZRP1	SYCF	WAV	2016/12/31	1403	2016/01/01	0004182858
V	ZRP1	SYCF	WAV	2016/12/31	1444	2016/01/01	0004183560
V	ZRP1	SYCF	WBC	2014/12/31	10008-CF	2014/01/01	0003142046
V	ZRP1	SYCF	WBC	2015/12/31	956	2015/04/01	0003929309
V	ZRP1	SYCF	WBC	2016/12/31	1384	2016/01/01	0004182258
V	ZRP1	SYCF	WDM	2014/12/31	10074-CF	2014/01/01	0003142317
V	ZRP1	SYCF	WDM	2015/12/31	981	2015/04/01	0003929539
V	ZRP1	SYCF	WDM	2015/12/31	1117	2015/04/01	0003930095
V	ZRP1	SYCF	WDM	2016/12/31	1403	2016/01/01	0004182859
V	ZRP1	SYCF	WDM	2016/12/31	1444	2016/01/01	0004183561
V	ZRP1	SYCF	WDR	2014/12/31	10074-CF	2014/01/01	0003142309
V	ZRP1	SYCF	WDR	2015/12/31	981	2015/04/01	0003929540
V	ZRP1	SYCF	WDR	2015/12/31	1117	2015/04/01	0003930096
V	ZRP1	SYCF	WDR	2016/12/31	1403	2016/01/01	0004182860
V	ZRP1	SYCF	WDR	2016/12/31	1444	2016/01/01	0004183562
V	ZRP1	SYCF	WHI	2014/12/31	10127-CF	2014/01/01	0003142422
V	ZRP1	SYCF	WHI	2015/12/31	1177	2015/04/01	0003930290
V	ZRP1	SYCF	WHI	2016/12/31	1504	2016/01/01	0004183882
V	ZRP1	SYCF	WIN	2014/12/31	10128-CF	2014/01/01	0003142427
V	ZRP1	SYCF	WIN	2015/12/31	1150	2015/04/01	0003930177
V	ZRP1	SYCF	WIN	2016/12/31	1477	2016/01/01	0004183765
V	ZRP1	SYCF	WOO	2014/12/31	10129-CF	2014/01/01	0003142428
V	ZRP1	SYCF	WOO	2015/12/31	1155	2015/04/01	0003930182
V	ZRP1	SYCF	WPH	2014/12/31	10149-CF	2014/01/01	0003142467
V	ZRP1	SYCF	WPH	2015/12/31	1181	2015/04/01	0003930295
V	ZRP1	SYCF	WPH	2016/12/31	1508	2016/01/01	0004183888
V	ZRP1	SYCF	WPP	2014/12/31	10149-CF	2014/01/01	0003142466
V	ZRP1	SYCF	WPP	2015/12/31	1181	2015/04/01	0003930296
V	ZRP1	SYCF	WPP	2016/12/31	1508	2016/01/01	0004183889
V	ZRP1	SYCF	WVM	2014/12/31	10074-CF	2014/01/01	0003142318
